unique_id,Primary_Name,Secondary_Name,Fathers_Name,Birthplace,Birthplace_Code,Autopopulated birthplace,Certainty_of_Birthplace,Work/Living_Place,WL_Place_code_#1,Work/Living_Place_#2,WL_Place_code_#2,Work/Living_Place_#3,WL_Place_code_#3,Work/Living_Place_#4,WL_Place_code_#4,Work/Living_Place_#5,WL_Place_code_#5,Work/Living_Place_#6,WL_Place_code_#6,Work/Living_Place_#7,WL_Place_code_#7,Work/Living_Place_#8,WL_Place_code_#8,Work/Living_Place_#9,WL_Place_code_#9,Work/Living_Place_#10,WL_Place_code_#10,Work/Living_Place_#11,WL_Place_code_#11,Work/Living_Place_#12,WL_Place_code_#12,Work/Living_Place_#13,WL_Place_code_#13,Work/Living_Place_#14,WL_Place_code_#14,Work/Living_Place_#15,WL_Place_code_#15,Work/Living_Place_#16,WL_Place_code_#16,Work/Living_Place_#17,WL_Place_code_#17,Work/Living_Place_#18,WL_Place_code_#18,Work/Living_Place_#19,WL_Place_code_#19,Endeavor,Endeavor_Code_1,Endeavor_2,Endeavor_Code_2,Endeavor_3,Endeavor_Code_3,Endeavor_4,Endeavor_Code_4,Endeavor_5,Endeavor_Code_5,Endeavor_6,Endeavor_Code_7,Endeavour_8,Endeavour_Code_8,Endeavour_9,Endeavour_Code_10,Era,Century,Fame,endeavor_1,endeavor_2,endeavor_3,endeavor_4,endeavor_5,endeavor_7,endeavor_8,endeavor_10,endeavor_6 endeavor_9 THIS CODE IS MISSING WHERE IS IT,philosophy,culture,economy,politics,military,religion
Aristippus (2)_361,Aristippus (2),,grandson of Aristippus (one),Cyrene,0,2114,1,Cyrene,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philosopher,102,,,,,,,,,,,,,,,,-4,0.1,,,,,,,,,,0,0,0,0,0,0
Aristobulus_362,Aristobulus,,NA,Cassandreia,0,#N/A,1,Chaeronea,0,Danube,0,Sardis,0,Ephesus,0,Miletus,0,Halicarnassus,0,Lycia,0,Pamphilia,0,Phrygia,0,Tyre,0,Gaza,0,Babylon,0,Susa,0,Persepolis,0,Ectabana,0,Bactria,0,India,0,Babylon,0,,,Soldier/officer,423,historian,108,ethnographer,310,,,,,,,,,,,9,,0.3,4,1,1,,,,,,,1,0,0,1,0,0
Aristobulus (2)_363,Aristobulus (2),,NA,Alexandria,0,#N/A,1,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writer,107,scholar,111,,,,,,,,,,,,,17,,0.3,2,1,,,,,,,,1,1,0,0,0,0
Aristocles_364,Aristocles,,NA,Messene,381,318,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peripatetic philosopher,102,rhetor,119,,,,,,,,,,,,,,2,0.1,,1,,,,,,,,1,0,0,0,0,0
Aristius Fuscus_365,Aristius Fuscus,Marcus,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grammarian,114,comic poet,118,,,,,,,,,,,,,21,,0.1,1,1,,,,,,,,1,0,0,0,0,0
Aristodemus (1)_366,Aristodemus (1),,NA,NA,0,<Null>,3,Sparta,0,Messenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,general,412,,,,,,,,,,,,,,-8,,4,4,,,,,,,,0,0,0,1,0,0
Aristodemus (2)_367,Aristodemus (2),Malacus,NA,Cumae,0,2107,1,Cumae,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrant,605,general,412,,,,,,,,,,,,,2,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Aristodemus (3)_368,Aristodemus (3),,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greek historian,108,,,,,,,,,,,,,,,,4,0.1,1,,,,,,,,,1,0,0,0,0,0
Aristogeiton_369,Aristogeiton,,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conspirator/tyrant killer,504,,,,,,,,,,,,,,,2,,0.5,2,,,,,,,,,0,1,0,0,0,0
Aristomenes (1)_370,Aristomenes (1),,NA,NA,0,<Null>,3,Messenia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebel,504,,,,,,,,,,,,,,,,-7,,2,,,,,,,,,0,1,0,0,0,0
Aristomenes (2)_371,Aristomenes (2),,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comic Poet,208,,,,,,,,,,,,,,,5,,0.1,2,,,,,,,,,0,1,0,0,0,0
Ariston (1)_372,Ariston (1),,NA,Chios,840,840,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoic philosopher,102,,,,,,,,,,,,,,,,-3,0.2,,,,,,,,,,0,0,0,0,0,0
Ariston (2)_373,Ariston (2),,NA,Ceos,0,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peripatetic philosopher,102,writer,107,,,,,,,,,,,,,14,,0.2,,2,,,,,,,,0,1,0,0,0,0
Ariston (3)_374,Ariston (3),,NA,Alexandria,0,#N/A,1,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peripatetic philosopher,102,,,,,,,,,,,,,,,17,,0.1,,,,,,,,,,0,0,0,0,0,0
Aristonicus (1)_375,Aristonicus (1),,Eumenes II (illegitimate son),Pergamum,828,828,3,Leucae,0,Colophon,848, Samos,864, Myndos,914,Stratonicea,0,Apollonis,0,Thyateira,0,Phocaea,0,Leucae,0,,,,,,,,,,,,,,,,,,,,,Revolutionary,504,general,412,,,,,,,,,,,,,17,,0.3,2,4,,,,,,,,0,1,0,1,0,0
Aristonicus (2)_376,Aristonicus (2),,Ptolemaeus,Alexandria,0,#N/A,1,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grammarian,114,writer,107,,,,,,,,,,,,,21,,0.1,1,2,,,,,,,,1,1,0,0,0,0
Aristonous_377,Aristonous,,NA,Corinth,227,227,1,Corinth,227,Delphi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citharode,113,,,,,,,,,,,,,,,9,,0.1,2,,,,,,,,,0,1,0,0,0,0
Aristonymus_378,Aristonymus,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comic poet,118,,,,,,,,,,,,,,,6,,0.1,1,,,,,,,,,1,0,0,0,0,0
Aristophanes (1)_379,Aristophanes (1),,Philippus,Attica,0,#N/A,1,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Attic comic poet,118,,,,,,,,,,,,,,,6,,2.2,1,,,,,,,,,1,0,0,0,0,0
Aristophanes (2)_380,Aristophanes (2),,NA,Byzantium,0,#N/A,1,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head librarian,122,writer,107, scholar,111,scientific researcher,312,,,,,,,,,15,,0.9,2,2,1,1,,,,,,1,1,0,0,0,0
Aristophon_381,Aristophon,,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Politician,422,,,,,,,,,,,,,,,8,,0.2,4,,,,,,,,,0,0,0,1,0,0
Aristotle_382,Aristotle,,Nicomachus,Stagira,0,2295,1,Athens,361,Pella,543,Assos,769, Mytilene,798,Pella,543,Stagira,2295,Athens,361,Chalcis,0,,,,,,,,,,,,,,,,,,,,,,,Philosopher,102,biologist,304,poet,113,physicist,302,,,,,,,,,13,,7.2,,1,2,1,,,,,,1,1,0,0,0,0
Aristoxenus_383,Aristoxenus,,Spinarthus,Tarentum,71,2307,1,Athens,361,Mantineia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musician,210,philosopher,102,biographer,120,,,,,,,,,,,8,,1.6,2,,1,,,,,,,1,1,0,0,0,0
Arius_384,Arius,,NA,Libya,0,2180,1,Antioch,0,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presbyter,701,writer,107,,,,,,,,,,,,,36,,0.2,6,2,,,,,,,,0,1,0,0,0,1
Arius_385,Arius,Didymus,NA,Alexandria,0,2014,1,Sicily,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procurator,424,writer,107,philosopher,102,,,,,,,,,,,22,,0.1,4,2,,,,,,,,0,1,0,1,0,0
Arminius_386,Arminius,,Sigimer,NA,0,<Null>,3,Germany,0,Teutoberger Wald,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,War-chief,607,general,412,rebel,504,,,,,,,,,,,23,,0.4,4,4,2,,,,,,,0,1,0,1,0,0
Arnobius_387,Arnobius,,NA,NA,0,<Null>,3,Sicca Veneria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teacher of rhetoric,110,Christian writer,107,theologian,703,,,,,,,,,,,34,,0.5,2,2,1,,,,,,,1,1,0,0,0,0
Arria (1)_388,Arria (1),,NA,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,,,,,,,,,,,,,,,24,,0.1,4,,,,,,,,,0,0,0,1,0,0
Arria (2)_389,Arria (2),,Arria (one),NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,,,,,,,,,,,,,,,25,,0.1,4,,,,,,,,,0,0,0,1,0,0
Arrianus_390,Arrianus,Lucius Flavius,NA,Nicomedia,0,2225,1,Nicomedia,0,Nicopolis (Epirus),0,Rome,0,Cappadocia,0,Athens,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,archon,414,historian,108,philosopher,102,ethnographer,310,,,,,,,28,,0.8,4,4,1,,1,,,,,1,0,0,1,0,0
Arrius_391,Arrius,Antoninus,NA,Nemausus,0,2222,3,Asia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffect consul,407,proconsul,407,poet,113,,,,,,,,,,,26,,0.2,4,4,2,,,,,,,0,1,0,1,0,0
Arrius_392,Arrius,Varus,NA,NA,0,<Null>,3,Pannonia,0,Bodriacum,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knight,423,commander,417,prefect,408,,,,,,,,,,,25,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Arruntius_393,Arruntius,Lucius,NA,Atina,8,#N/A,1,Italy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orator,411,commander,417,historian,108,Roman priest,707,,,,,,,,,21,,0.2,2,4,1,,,,,,,1,1,0,1,0,0
Arruntius_394,Arruntius,Lucius (two),L. Arruntius (one),NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orator,411,consul,407,governor,406,,,,,,,,,,,23,,0.2,2,4,4,,,,,,,0,1,0,1,0,0
Arruntius Camillus_395,Arruntius Camillus,Lucius,L. Arruntius (two),NA,0,<Null>,3,Dalmatia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consul,407,legate,413,,,,,,,,,,,,,24,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Arruntius_396,Arruntius,Celsus,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grammarian,114,,,,,,,,,,,,,,,NA,,0.1,1,,,,,,,,,1,0,0,0,0,0
Arruntius Scribonianus_397,Arruntius Scribonianus,Lucius Furius,L. Arruntius Camillus Scribonianus,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,,,,,,,,,,,,,,,25,,0.1,,,,,,,,,,0,0,0,0,0,0
Arruntius Stella_398,Arruntius Stella,Lucius,NA,Padua,0,2238,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffect consul,407,aedile,421,praetor,420,Roman priest,707,,,,,,,,,27,,0.3,4,2,4,,,,,,,0,1,0,1,0,0
Arsino_ (1)_399,Arsino_ (1),,Lysimachus,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,,,,,,,,,,,,,,,11,,0.1,4,,,,,,,,,0,0,0,1,0,0
Arsino_ (2) Philadelphus_400,Arsino_ (2) Philadelphus,,Ptolemy I,NA,0,<Null>,3,Samothrace,0,Egypt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,,,,,,,,,,,,,,,12,,0.4,4,,,,,,,,,0,0,0,1,0,0
Arsino_ (3)_401,Arsino_ (3),,Ptolemy III,NA,0,<Null>,3,Alexandria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wife,606,,,,,,,,,,,,,,,14,,0.1,4,,,,,,,,,0,0,0,1,0,0
Artabanus II_402,Artabanus II,,NA,Parthia,0,2245,3,Parthia,0,Armenia,0,Hyrcania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,general,412,,,,,,,,,,,,,23,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Artabazus_403,Artabazus,,Pharnabazus,NA,0,<Null>,3,Dascylium,0,Macedonia,0,Dascylium,0,Bactria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satrap,607,rebel,504,,,,,,,,,,,,,9,,0.1,4,2,,,,,,,,0,1,0,1,0,0
Artaphernes (1)_404,Artaphernes (1),,Hystaspes,NA,0,<Null>,3,Sardis,0,Ionia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satrap,607,general,412,,,,,,,,,,,,,2,,0.1,4,4,,,,,,,,0,0,0,1,0,0
Artaphernes (2)_405,Artaphernes (2),,Artaphernes (one),NA,0,<Null>,3,Greece,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,412,,,,,,,,,,,,,,,3,,,4,,,,,,,,,0,0,0,1,0,0
Artavasdes (2)_406,Artavasdes (2),,NA,NA,0,<Null>,3,Media Atropatente,0,Lesser Armenia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,general,412,,,,,,,,,,,,,21,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Artavasdes II (1)_407,Artavasdes II (1),,Tigranes II,Armenia,0,#N/A,3,Armenia,0,Egypt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,general,412,,,,,,,,,,,,,21,,0.2,4,4,,,,,,,,0,0,0,1,0,0
Artaxerxes (1) I_408,Artaxerxes (1) I,,Xerxes,Persia,0,2250,1,Persia,0,Egypt,0,Asia Minor ,0,Persepolis,0,Susa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,5,,0.2,4,,,,,,,,,0,0,0,1,0,0
Artaxerxes (2) II_409,Artaxerxes (2) II,,Darius II,Persia,0,2250,1,Persia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,8,,0.2,4,,,,,,,,,0,0,0,1,0,0
Artaxerxes (3) III_410,Artaxerxes (3) III,Ochos,Artaxeres II,Persia,0,2250,1,Persia,0,Asia Minor,0,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,9,,0.1,4,,,,,,,,,0,0,0,1,0,0
Artaxerxes (4) IV_411,Artaxerxes (4) IV,Arses,Ataxerxes III,Persia,0,2250,1,Persia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King,603,,,,,,,,,,,,,,,9,,0.1,4,,,,,,,,,0,0,0,1,0,0
Artaxerxes (5) V_412,Artaxerxes (5) V,Bessus,NA,Bactria,0,#N/A,1,Bactria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satrap,607,,,,,,,,,,,,,,,NA,,0.1,4,,,,,,,,,0,0,0,1,0,0
Artemidorus (1)_413,Artemidorus (1),,NA,Taraus,0,<Null>,3,Tarsus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grammarian,114,Compiler,0,Writer,107,,,,,,,,,,,NA,-2,0.1,1,,2,,,,,,,1,1,0,0,0,0
Artemidorus (3)_414,Artemidorus (3),,NA,Ephesus,844,844,2,Ephesus,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writer,107,,,,,,,,,,,,,,,29,2,0.2,2,,,,,,,,,0,1,0,0,0,0
Artemidorus (2)_415,Artemidorus (2),,NA,Ephesus,844,844,1,Alexandria,0,Spain,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geographer,308,Writer,107,,,,,,,,,,,,,18,,0.3,1,2,,,,,,,,1,1,0,0,0,0
Artemisia (1)_416,Artemisia (1),,NA,NA,0,<Null>,3,Halicarnassus,0,Cos,,Nisyrus,0,Calymnos,0,Ionia,0,Caria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"ruler of Halicarnassus, Cos, Nisyrus, Calymnos",607,Commander,417,,,,,,,,,,,,,3,-5,0.2,4,4,,,,,,,,0,0,0,1,0,0
Artemisia (2)_417,Artemisia (2),,Hecatomnus,Caria,0,#N/A,3,Caria,0,Rhodes,1000,Cnossos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satrap,607,Wife,606,Royal family,602,,,,,,,,,,,8,,0.3,4,4,4,,,,,,,0,0,0,1,0,0
Artemon (4)_418,Artemon (4),,NA,Miletus,854,854,1,Miletus,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer on dreams,107,,,,,,,,,,,,,,,25,,0.1,2,,,,,,,,,0,1,0,0,0,0
Artemon (1)_419,Artemon (1),,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writer (editor) ,107,compiler,0,,,,,,,,,,,,,,-3,0.1,2,,,,,,,,,0,1,0,0,0,0
Artemon (3)_420,Artemon (3),,NA,Cassandreia,0,0,3,Pergamum,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,108,Writer,107,,,,,,,,,,,,,NA,,0.1,1,2,,,,,,,,1,1,0,0,0,0
Artemon (2)_421,Artemon (2),,NA,Cassandreia,0,#N/A,3,Cassandreia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,,-1,0.1,2,,,,,,,,,0,1,0,0,0,0
Artemon (5)_422,Artemon (5),,NA,Magnesia,852,820,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,NA,,0.1,2,,,,,,,,,0,1,0,0,0,0
Arusianus Messius_423,Arusianus Messius,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhetor,119,grammarian,114,Writer,107,,,,,,,,,,,38,,0.1,1,1,2,,,,,,,1,1,0,0,0,0
Asclepiades (4)_424,Asclepiades (4),,NA,Myrleia,0,752,1,Spain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,108,Writer,107,,,,,,,,,,,,,NA,-1,0.1,1,2,,,,,,,,1,1,0,0,0,0
Asclepiades (1)_425,Asclepiades (1),,NA,Tragilus,0,2324,3,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mythographer,115,Writer,107,,,,,,,,,,,,,NA,-4,0.2,2,2,,,,,,,,0,1,0,0,0,0
Asclepiades (3)_426,Asclepiades (3),,NA,Prusias ad mare,0,#N/A,3,Bithynia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,307,Writer,107,,,,,,,,,,,,,NA,-1,0.5,1,2,,,,,,,,1,1,0,0,0,0
Asclepiades (2)_427,Asclepiades (2),,NA,Samos,864,864,1,NA ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erotic poet,117,Writer ,107,,,,,,,,,,,,,11,-3,0.2,2,2,,,,,,,,0,1,0,0,0,0
Asclepiodotus_428,Asclepiodotus,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military writer,107,,,,,,,,,,,,,,,,-1,0.2,2,,,,,,,,,0,1,0,0,0,0
Asconius Pedianus_429,Asconius Pedianus,Quintus,NA,Padua,0,2238,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,26,,0.5,2,,,,,,,,,0,1,0,0,0,0
Ashoka_430,Ashoka,,NA,India,0,2157,3,India,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King of Mauryan dynasty,603,,,,,,,,,,,,,,,13,,0.2,4,,,,,,,,,0,0,0,1,0,0
Asinius Gallus_431,Asinius Gallus,Gaius,Asinius Pollio,Rome,0,2271,3,Asia,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consul,407,proconsul,407,Writer,107,Orator,411,Poet,113,,,,,,,24,,0.3,4,4,2,2,2,,,,,0,1,0,1,0,0
Asinius Pollio_432,Asinius Pollio,Gaius,NA,Rome,0,2271,3,Spain,0,Gaul,0,Illyria,0,Philippi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,praetor,420,consul,407,writer,107,Historian ,108,,,,,,,,,22,,0.3,4,4,2,1,,,,,,1,1,0,1,0,0
Asinius Quadratus_433,Asinius Quadratus,Gaius,NA,Greece,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,108,Writer ,107,Suffect Consul,407,,,,,,,,,,,NA,,0.2,1,2,4,,,,,,,1,1,0,1,0,0
Asius_434,Asius,,NA,Samos,864,864,2,NA ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,113,Writer ,107,,,,,,,,,,,,,NA,-6,0.1,2,2,,,,,,,,0,1,0,0,0,0
Asmonius_435,Asmonius,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grammarian,114,Writer ,107,,,,,,,,,,,,,NA,4,0.1,1,2,,,,,,,,1,1,0,0,0,0
Aspasia_436,Aspasia,,NA,Miletus,854,854,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mistress,602,teacher,110,,,,,,,,,,,,,5,-5,0.3,4,2,,,,,,,,0,1,0,1,0,0
Aspasius_437,Aspasius,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peripatetic philosopher,102,Writer ,407,,,,,,,,,,,,,25,1,0.2,,4,,,,,,,,0,0,0,1,0,0
Astydamas (1)_438,Astydamas (1),,Morsimus,NA,0,<Null>,3,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tragic poet,105,Writer,407,,,,,,,,,,,,,7,-4,0.2,1,4,,,,,,,,1,0,0,1,0,0
Astydamas (two)_439,Astydamas (two),,Astydamas (one),NA,0,<Null>,3,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tragic poet,105,Writer ,407,,,,,,,,,,,,,8,-4,0.2,1,4,,,,,,,,1,0,0,1,0,0
Astyochus_440,Astyochus,,NA,Sparta,345,345,1,Sparta,345,Lesbos,0,Ionia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admiral,419,,,,,,,,,,,,,,,6,-5,0.2,4,,,,,,,,,0,0,0,1,0,0
Ateius Capito (1)_441,Ateius Capito (1),Gaius,NA,Rome,0,2271,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tribune,425,,,,,,,,,,,,,,,,,0.3,4,,,,,,,,,0,0,0,1,0,0
Ateius Capito (2)_442,Ateius Capito (2),Gaius,NA,Rome,0,2271,1,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,409,consul,407,Writer,107,,,,,,,,,,,23,1,0.2,2,4,2,,,,,,,0,1,0,1,0,0
Ateius Philologus_443,Ateius Philologus,Lucius,NA,Athens,361,#N/A,1,NA ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scholar,111,teacher,110,Writer,107,,,,,,,,,,,,,0.2,1,2,2,,,,,,,1,1,0,0,0,0
Athalaric_444,Athalaric,,Eutharic,Italy,0,2164,3,Italy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King of Italy,603,,,,,,,,,,,,,,,44,6,0.1,4,,,,,,,,,0,0,0,1,0,0
Athanaric_445,Athanaric,,NA,NA,0,<Null>,3,Germany,0,Constantinople,0,Carpathia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic leader,603,General,412,,,,,,,,,,,,,38,4,0.2,4,4,,,,,,,,0,0,0,1,0,0
Athanasius_446,Athanasius,,NA,NA,0,<Null>,3,Alexandria,0,Nicaea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian bishop,701,theologian,703,writer,107,,,,,,,,,,,37,4,0.2,6,1,2,,,,,,,1,1,0,0,0,1
Athenaeus (1)_447,Athenaeus (1),,NA,Naucratis,1023,2220,1,Naucratis,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,,,,,,,,,,,,,,,30,,0.4,2,,,,,,,,,0,1,0,0,0,0
Athenaeus Mechanicus (2)_448,Athenaeus Mechanicus (2),,NA,NA,0,<Null>,3,NA ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military writer,107,,,,,,,,,,,,,,,,-1,0.1,2,,,,,,,,,0,1,0,0,0,0
Athenaeus (3)_449,Athenaeus (3),,,Attaleia in Pamphylia,,,1,Attaleia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,bio-medical,304,physician,307,,,,,,,,,,,NA,,NA,2,1,1,,,,,,,1,1,0,0,0,0
Athenagoras_450,Athenagoras,,NA,Athens,361,#N/A,1,Athens,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian apologist,116,writer,107,,,,,,,,,,,,,29,2,0.2,1,2,,,,,,,,1,1,0,0,0,0
Athenodorus_451,Athenodorus,,Sandon,Tarsus,0,2308,1,Tarsus,0,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoic philosopher,102,writer,107,,,,,,,,,,,,,21,,0.2,,2,,,,,,,,0,1,0,0,0,0
Atia_452,Atia,,M. Atius Balbus,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal family,602,Aristocrat,604,Wife,606,,,,,,,,,,,20,,0.2,4,4,4,,,,,,,0,0,0,1,0,0
Atia (2)_453,Atia (2),,M. Atius Balbus,NA,0,<Null>,3,Rome,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal family,602,Aristocrat,604,Wife,606,,,,,,,,,,,20,,0.1,4,4,4,,,,,,,0,0,0,1,0,0
Atilius_454,Atilius,,NA,NA,0,<Null>,3,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,107,translator,112,,,,,,,,,,,,,NA,,0.1,2,2,,,,,,,,0,1,0,0,0,0
